Card_export-3
shoe_size;country;creator_ids;color;is_published;owner_id;description;card_png_url;is_collectable_only;kinks_tricks;is_special_card;social_link;is_custom;is_online_playable;height;original_image_url;dog_trick;image_url;creator_link;is_creator_verified;special_card_key;pawsday;kinks;is_torn;allow_trades;serial;name;creator_name;gear_tricks;owner_ids;gear;rarity;id;created_date;updated_date;created_by_id;is_sample
42EU / 9.5US;SVK;"[""6995c73ffbe7e4242ab771ca""]";red;TRUE;699a823e3fc6ba35d4d0ab66;;https://base44.app/api/apps/69859fe3e323b5c0e80da0c3/files/mp/public/69859fe3e323b5c0e80da0c3/d3e5d06f0_img_watermarked.webp;FALSE;"{""outdoor"":"""",""dirty"":"""",""edging"":"""",""cuckolding"":"""",""bdsm"":"""",""toys"":"""",""abdl"":"""",""powerplay"":"""",""sniffing"":"""",""verbal"":"""",""chastity"":"""",""fisting"":""""}";FALSE;pupargon.com;FALSE;TRUE;"1,76m / 5'9""";;;https://base44.app/api/apps/69859fe3e323b5c0e80da0c3/files/public/69859fe3e323b5c0e80da0c3/163d4e8dc_argoncard.png;;TRUE;;2021.12;"{""outdoor"":3,""dirty"":4,""edging"":3,""cuckolding"":1,""bdsm"":2,""toys"":5,""abdl"":1,""powerplay"":4,""sniffing"":4,""verbal"":1,""chastity"":4,""fisting"":2}";FALSE;TRUE;#0037.202511;Argon;6995c73ffbe7e4242ab771ca;"{""sports"":"""",""rubber"":"""",""underwear"":"""",""tactical"":"""",""suit"":"""",""mx"":"""",""skate"":"""",""leather"":""""}";"[""699a823e3fc6ba35d4d0ab66"",""699e2a7d20a0beaa1daa924c"",""69a216e57917a61919756a1a"",""69a324f1d8847e49a9ea5ab9"",""69a3288ab833a04fd6c80349"",""69a93456e37f452e86b16c7f"",""69aadf7ead2fe80040ce361c"",""69ad3cef92a43dfcccf61089"",""69ad952e51c1bd18c8208a15"",""69b0701c22b07afb653da977"",""69a9e6560ffb3c043322129e"",""69b1c309bfa5e62e25449bb6"",""69b3f16b014286ecb96dd737"",""69b8632d36a5e9c5e5fa99ed"",""6995c73ffbe7e4242ab771ca"",""69ba53edb60457657f19f2ee""]";"{""sports"":3,""rubber"":3,""underwear"":5,""tactical"":4,""suit"":0,""mx"":5,""skate"":3,""leather"":1}";common;699dd4aaa062dd521403b7ae;2026-02-24T16:41:14.724000;2026-03-18T07:36:16.111000;6995c73ffbe7e4242ab771ca;FALSE
